card_id,bank,name,type,category,joining_fee,annual_fee,fee_waiver,forex,finance_pm,finance_pa,cash_advance,cash_interest,late_fee,network,network_confidence,rewards,lounge,badge,apply_url,match_status,data_status,source_section,source_url
sbi-club-vistara-sbi-card-prime,SBI,Club Vistara SBI Card PRIME,retail,premium,2999,2999,,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Mastercard,medium,9 Club Vistara Points per Rs.100 spent on Vistara flights; complimentary Club Vistara Silver membership,Complimentary domestic airport lounge access; international lounge access via Priority Pass,premium,https://www.sbicard.com/en/personal/credit-cards/travel/club-vistara-sbi-card-prime.page,matched,needs_review,"Fee table (table index 0), Club Vistara SBI Card PRIME row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-club-vistara-sbi-card,SBI,Club Vistara SBI Card,retail,premium,1499,1499,,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Mastercard,medium,"3 Club Vistara Points per Rs.200 spent, redeemable for class upgrades or Vistara ticket bookings",4 complimentary domestic airport lounge visits/year (1 per quarter); complimentary Priority Pass membership (lounge visits chargeable),premium,https://www.sbicard.com/en/personal/credit-cards/club-vistara-sbi-card.html,matched,needs_review,"Fee table (table index 0), Club Vistara SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-delhi-metro-sbi-card,SBI,Delhi Metro SBI Card,retail,entry,499,499,Waived off on annual spends of 1 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",RuPay,medium,"10 Reward Points per Rs.100 on dining, movies, groceries, departmental stores and utility bill standing instructions (max 5,000/month); 1 Reward Point per Rs.100 on other spends; auto top-up of Delhi Metro smart card",,,,matched,needs_review,"Fee table (table index 0), Delhi Metro SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-etihad-guest-sbi-card,SBI,Etihad Guest SBI Card,retail,mid_tier,1499,1499,,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa,low,3 Etihad Guest Miles per Rs.100 on Etihad.com; 2 Etihad Guest Miles per Rs.100 on international spends,Complimentary Priority Pass membership ($99 value),,https://www.sbicard.com/en/personal/credit-cards/etihad-guest-sbi-card.html,matched,needs_review,"Fee table (table index 0), Etihad Guest SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-etihad-guest-sbi-premier-card,SBI,Etihad Guest SBI Premier Card,retail,premium,4999,4999,,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa,low,6 Etihad Guest Miles per Rs.100 on Etihad.com; 4 Etihad Guest Miles per Rs.100 on international spends; 2 Etihad Guest Miles per Rs.100 on other spends (excl. fuel),Complimentary Priority Pass membership; 4 international and 8 domestic lounge visits/year (max 2/quarter),premium,https://www.sbicard.com/en/personal/credit-cards/travel/etihad-guest-sbi-premier-card.page,matched,needs_review,"Fee table (table index 0), Etihad Guest SBI Premier Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-fabindia-sbi-card,SBI,Fabindia SBI Card,retail,mid_tier,499,499,Waived off on annual spends of 1 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa/Mastercard,low,Accelerated Reward Points on Fabindia store spends; reward points redeemable as Fabindia gift vouchers,,,https://www.sbicard.com/en/personal/credit-cards/shopping/fab-india-sbi-card.page,matched,needs_review,"Fee table (table index 0), Fabindia SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-fabindia-sbi-card-select,SBI,Fabindia SBI Card SELECT,retail,premium,1499,1499,Waived off on annual spends of 2 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa/Mastercard,low,"10 Reward Points per Rs.100 spent at Fabindia stores; 3 Reward Points per Rs.100 on dining, movies and entertainment",,premium,https://www.sbicard.com/en/personal/credit-cards/shopping/fab-india-sbi-card-select.page,matched,needs_review,"Fee table (table index 0), Fabindia SBI Card SELECT row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-central-sbi-select-card,SBI,Central SBI Select Card,retail,mid_tier,750,750,,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Mastercard,low,10 Select Points per Rs.100 at Central stores; 5 Select Points per Rs.100 on dining and movies; 1 Select Point per Rs.100 on other non-fuel retail spends,,,https://www.sbicard.com/en/personal/credit-cards/shopping/central-sbi-select-card.page,matched,needs_review,"Fee table (table index 0), Central SBI Select Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-central-sbi-select-card-2,SBI,Central SBI Select+ Card,retail,premium,2999,2999,,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Mastercard,low,Accelerated Select Points at Central stores; reward points redeemable as Central gift vouchers; contactless card,,premium,https://www.sbicard.com/en/personal/credit-cards/shopping/central-sbi-select-plus-card.page,matched,needs_review,"Fee table (table index 0), Central SBI Select+ Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-fbb-sbi-styleup-card,SBI,FBB SBI Styleup Card,retail,,499,499,,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa,low,,,,,unmatched,needs_review,"Fee table (table index 0), FBB SBI Styleup Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-irctc-sbi-platinum-card,SBI,IRCTC SBI Platinum Card,retail,entry,500,500,,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Visa,medium,10% value back as reward points on AC1/AC2/AC3/AC CC train ticket bookings on IRCTC website; 1.8% transaction charge waiver on irctc.co.in bookings; 1% fuel surcharge waiver,4 complimentary railway lounge visits/year (max 1/quarter),,https://www.sbicard.com/en/personal/credit-cards/travel/irctc-sbi-platinum-card.page,matched,needs_review,"Fee table (table index 0), IRCTC SBI Platinum Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-irctc-sbi-card,SBI,IRCTC SBI card,retail,entry,500,500,,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",RuPay,high,Reward Points on IRCTC train ticket bookings; transaction charge saving on railway tickets booked on irctc.co.in via RuPay; 1% fuel surcharge waiver,Complimentary railway lounge access,,https://www.sbicard.com/en/personal/credit-cards/travel/irctc-rupay-sbi-card.page,matched,needs_review,"Fee table (table index 0), IRCTC SBI card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-irctc-sbi-card-premier,SBI,IRCTC SBI Card Premier,retail,mid_tier,1499,1499,Waived off on annual spends of 2 Lakh or more in the preceding year,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",RuPay/Visa,high,Reward Points on IRCTC ticket purchases; 1% transaction charge saving on railway tickets booked on irctc.co.in via RuPay,4 complimentary railway lounge visits/year (max 1/quarter),,https://www.sbicard.com/en/personal/credit-cards/irctc-premier-card.html,matched,needs_review,"Fee table (table index 0), IRCTC SBI Card Premier row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
sbi-landmark-rewards-sbi-card,SBI,Landmark Rewards SBI Card,retail,mid_tier,499,499,,3.5,3.75,45,2.5% of transaction amount (subject to a minimum of Rs.500) for both domestic and international ATMs,All cash advances carry a finance charge equal to charges on revolving credit (up to 3.75% per month [45% per annum] from the transaction date) from the date of withdrawal until the date of full payment; Free Credit Period: Nil,"Nil for Rs.0-Rs.100; Rs.100 for >Rs.100 & up to Rs.500; Rs.500 for >Rs.500 & up to Rs.1,000; Rs.750 for >Rs.1,000 & up to Rs.10,000; Rs.950 for >Rs.10,000 & up to Rs.25,000; Rs.1,100 for >Rs.25,000 & up to Rs.50,000; Rs.1,300 for >Rs.50,000. Additional Rs.100 levied on missing MAD by due date for two consecutive cycles.",Mastercard,low,"10 Reward Points per Rs.100 spent at Landmark stores (Lifestyle, Max, Spar, Home Centre)",,,,matched,needs_review,"Fee table (table index 0), Landmark Rewards SBI Card row",https://www.sbicard.com/en/most-important-terms-and-conditions.page
